letter_number,name,drainage,basin,junesucker_notes,coordinates,map_link,size_acres,max_depth_ft,elevation_ft,dwr_notes,fish_species,fishing_pressure,jed_notes,status,trip_reports,notes_needs_update,no_fish,lat,lng,coord_source,coord_status
X-119,Phinney,Rock Creek Drainage,,\N,\N,\N,13.6,30,10625,"⚠️ ROTENONE TREATED (Aug 2025) - Currently fishless. Restocking with Colorado River cutthroat trout planned for 2026.

Phinney Lake is located 1/4 mile north of Anderson Lake, 13.6 miles from the Upper Stillwater Trailhead and 15.4 miles from Mirror Lake over Rocky Sea Pass. It is 13.6 acres, 10,625 feet in elevation, with 30 feet maximum depth. The lake is popular with hikers. Campsites and spring water are available at the lake, while horse feed can be found at the lake or in meadows to the west. Fishing pressure is moderate for stocked brook trout. A few cutthroat trout are also available.",Brookies,Moderate,\N,\N,\N,0,1,40.7176862,-110.6649103,osm-name,seed_unverified
X-12,Sonny,Duchesne River Drainage,,\N,\N,\N,5.0,13,10460,"Sonny is a small natural lake located 150 yards northwest of Marsell Lake in Marsell Canyon. It is 5 acres, 10,460 feet in elevation, with 13 feet maximum depth. Some horse feed is available to the north, and several excellent campsites are present. However, spring water is not readily available. Sonny Lake is stocked with brook trout and receives light fishing pressure. This lake may winterkill occasionally.",Brookies,Low,\N,\N,\N,0,0,40.6191139,-110.8394754,osm-name,seed_unverified
X-121,Continent,Rock Creek Drainage,,\N,\N,\N,27.4,23,11285,"Continent Lake is located at the head of the Rock Creek Basin, 15.4 miles from the Upper Stillwater Trailhead and 15.6 miles from Mirror Lake via Rocky Sea Pass. It is 27.4 acres, 11,285 feet in elevation, with 23+ feet maximum depth. The lake lies southwest of Dead Horse Pass on a shelf in open rocky country at the base of the slope. Cutthroat trout is the only species that has been stocked in recent years; however, the lake also contains fair numbers of brook trout. Fishing pressure is light. Campsites and horse feed are scarce near the lake due to boulder fields and the high elevation. No spring water is available.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.7351687,-110.6857426,osm-name,seed_unverified
X-122,Fall,Rock Creek Drainage,,\N,\N,\N,\N,\N,\N,This lake does not sustain fish life. It is shown on the map as a landmark.,\N,\N,\N,\N,\N,0,1,40.7150591,-110.6941033,osm-name,seed_unverified
X-123,Doug,Rock Creek Drainage,,\N,\N,\N,1.0,8,11060,"Doug Lake is a small on-stream pond approximately 0.3 miles south of Boot Lake on Boot Creek. It is less than 1 acre, 11,060 feet in elevation, with 8 feet maximum depth. The lake is similar to Boot Lake in that it contains large numbers of pan-sized cutthroat trout sustained through natural reproduction. Fishing pressure is light. Campsites and horse feed are scarce, while spring water may be found at Boot Lake.",Cutthroats*,Low,\N,\N,\N,0,0,40.7342664,-110.7021407,osm-name,seed_unverified
X-124,Boot,Rock Creek Drainage,,\N,\N,\N,9.1,17,11096,"Boot Lake is located in an open grassy basin at the head of the Rock Creek drainage, 16.6 miles from the trailhead at Upper Stillwater Dam and 14.3 miles from Mirror Lake over Rocky Sea Pass. It is 9.1 acres, 11,096 feet in elevation, with 17 feet maximum depth. The lake is 1 mile north of the trail across rocky meadows. An abundant population of pan-sized cutthroat trout are found in the lake. The lake is managed with a wild population of cutthroat trout. Angling pressure is light. Campsites and horse feed are scarce due to the high elevation and tundra-like terrain. Springs are abundant around the lake.",Cutthroats*,Low,\N,\N,\N,0,0,40.7378355,-110.7013214,osm-name,seed_unverified
X-125,Reconnaissance,Rock Creek Drainage,,\N,\N,\N,8.8,30,11145,"Reconnaissance is a picturesque lake located at the base of a talus slope at the head of the Rock Creek drainage. It is 8.8 acres, 11,145 feet in elevation, with 30 feet maximum depth. The lake is located 17.1 miles from the Upper Stillwater Trailhead and 14.9 miles from Mirror Lake via Rocky Sea Pass. There is no trail to the lake for the last mile. A few campsites are available in the rocky meadows to the east, and spring water can be found at the lake. Horse feed is plentiful, especially later in the season. Reconnaissance contains a self-sustaining population of brook and cutthroat trout. Fishing pressure is light. ROCK 1, X-96 Rock 1 is situated in Squaw Basin 10.7 miles from the Upper Stillwater Trailhead and 16.7 miles from Moon Lake over Tworoose Pass. It is 4.8 acres, 10,559 feet in elevation, with 19 feet maximum depth. There is no trail to the lake for the last 1/2 mile. Follow the East Fork of Rock Creek to Rock 2. Rock 1 lies 150 yards northwest over a boulder field. There is no spring water in the immediate area; however, good horse feed and campsites can be found in the broken meadows to the south. The lake contains an abundant population of pan-sized brook trout. Fishing pressure is light. ROCK 2, X-97 Rock 2 is located in Squaw Basin southwest of Rock 1, 16.9 miles from Moon Lake via Tworoose Pass and 10.8 miles from the trailhead at Upper Stillwater. It is 7.7 acres, 10,550 feet in elevation, with 17 feet maximum depth. From the junction of the Ledge Trail (USFS #121) and USFS #066, follow the East Fork of Rock Creek upstream 1/2 mile to the lake. Campsites and horse feed are plentiful in the meadows between the East Fork and the high ridge to the west. No spring water is found in the immediate vicinity. The lake is periodically stocked with brook trout. Angling pressure is light.","Brookies*, Cutthroats*",Low,\N,\N,\N,0,0,40.7423309,-110.7121259,osm-name,seed_unverified
X-126,Helen,Rock Creek Drainage,,\N,\N,\N,8.4,14,10869,"Helen Lake is located on a bench approximately 1/4 mile north of Lightning Lake, 15.6 miles from the Upper Stillwater Trailhead and 12.3 miles from Mirror Lake via Rocky Sea Pass. It is 8.4 acres, 10,869 feet in elevation, with 14 feet maximum depth. Rocky meadows surround the lake. A few campsites can be found, and spring water is available. Horse feed is relatively scarce early in the year, but improves as the season progresses. Fire rings are plentiful, so don't attempt to build new ones. The lake is periodically stocked with brook trout. Fishing pressure is moderate.",Brookies,Moderate,\N,\N,\N,0,0,40.7394,-110.7495064,osm-name,seed_unverified
X-127,Lightning,Rock Creek Drainage,,\N,\N,\N,14.1,23,10819,"Lightning Lake is located at the head of the Rock Creek drainage, 15.4 miles from the Upper Stillwater Trailhead and 12.1 miles from Mirror Lake over Rocky Sea Pass. It is 14.1 acres, 10,819 feet in elevation, with 23 feet maximum depth. The lake contains a mixed population of brook and cutthroat trout, and fishing pressure is light to moderate. A few campsites and moderate amounts of horse feed are found near the lake. Spring water is available in the vicinity.","Brookies, Cutthroats*",Moderate,\N,\N,\N,0,0,40.734142,-110.751125,osm-name,seed_unverified
X-128,Gladys,Rock Creek Drainage,,\N,\N,\N,7.5,6,10900,"Gladys Lake is east of the trail, 16.7 miles from the Upper Stillwater Trailhead and 12.4 miles from Mirror Lake via Rocky Sea Pass. It is 7.5 acres, 10,900 feet in elevation, with 6 feet maximum depth. The lake is situated on a rocky bench surrounded by talus slopes and subalpine trees. The pan-size brook trout fishery is sustained by periodic stocking. Fishing pressure is light to moderate. Campsites and horse feed are scarce, although spring water is available.",Brookies,Moderate,\N,\N,\N,0,0,40.7282311,-110.7628256,osm-name,seed_unverified
X-129,Margie,Rock Creek Drainage,,\N,\N,\N,7.5,11,\N,"Margie Lake is located 0.1 mile southwest of Rosalie Lake, 16.3 miles from the Upper Stillwater Trailhead and 11.9 miles from Mirror Lake over Rocky Sea Pass. It is 7.5 acres, 10,980 feet with 11 feet maximum depth. The lake abuts a talus slope to the west and is surrounded by boulders and subalpine trees. Campsites are infrequent, and no spring water is available. Some horse feed can be found in meadows to the east. Fishing pressure is light for stocked brook trout.",Brookies,Low,\N,\N,\N,0,0,40.7172014,-110.7692881,osm-name,seed_unverified
X-13,Heart,Rock Creek Drainage,,\N,\N,\N,5.7,19,10500,"Heart Lake is located west of the trail approximately 1/2 mile southwest of Grandaddy Lake and 2.6 miles from the Grandview Trailhead. Surrounded by talus and rock-studded timber, the lake is 10,500 feet in elevation, 5.7 acres, with a maximum depth of 19 feet. Horse feed and good campsites are infrequent in the immediate area, although they can be found at Grandaddy Lake. Springs are located at the base of the talus slopes along the southeastern end of the lake. Fishing pressure is heavy for stocked cutthroat trout.",Cutthroats,High,\N,\N,\N,0,0,40.5938943,-110.8108767,osm-name-drainage,seed_unverified
X-130,Rosalie,Rock Creek Drainage,,\N,\N,\N,8.1,8,10910,"Rosalie Lake is situated at the head of the Rock Creek drainage, 15.8 miles from the trailhead at Upper Stillwater and 11.5 miles from Mirror Lake over Rocky Sea Pass. It is 8.1 acres, 10,910 feet in elevation, with 8 feet maximum depth. The lake is 3/4 mile west of Black Lake and west of the trail to Gladys Lake. Surrounded by tundra-like terrain, horse feed is scarce early in the season and relatively sparse thereafter. Spring water and the best forage are found on the south side of the lake. A few campsites are available at the lake. Fishing pressure is light for stocked brook trout. RUDOLPH 1, X-39 Rudolph 1 is the largest of the three Rudolph lakes. It is located 10.3 miles from the Upper Stillwater trailhead and 9.8 miles from Moon Lake via Tworoose Pass. It is 25.6 acres, 10,420 feet in elevation, with 46 feet maximum depth. Spring water can be found on the south side of the lake. Campsites and horse feed are found to the east at Rudolph lakes 2 and 3. The lake is periodically stocked with brook trout. Fishing pressure is moderate. RUDOLPH 2, X-40 Rudolph 2, the middle lake of the Rudolph lakes chain, is the same distance from the major trailheads as Rudolph 1. It is 2.9 acres, 10,470 feet in elevation, with 9 feet maximum depth. Campsites, horse feed, and spring water are available at the lake or 100 yards to the east at Rudolph 3. Fishing pressure is moderate for stocked brook trout. RUDOLPH 3, X-41 Rudolph 3 is the smallest and easternmost lake in the chain of Rudolph lakes. It is 2.4 acres, 10,470 feet in elevation, with 14.5 feet maximum depth. Access is similar to that described for Rudolph 1. Spring water, campsites, and horse feed are available at the lake. This lake has a history of winterkill, and there are no plans to stock fish in the future. A few brook trout may migrate into the lake from lakes lower in the Rudolph lakes chain.",Brookies,Low,\N,\N,\N,0,0,40.7193986,-110.764857,osm-name,seed_unverified
X-131,Uintah,Rock Creek Drainage,,\N,\N,\N,8.4,14,10840,"Uintah Lake is located south of Margie Lake, 16.3 miles from the Upper Stillwater Trailhead and 12.0 miles from Mirror Lake over Rocky Sea Pass. It is 8.4 acres, 10,840 feet in elevation, with 14 feet maximum depth. There is no trail to the lake, which is surrounded by talus slopes and rocky meadow. Spring water and campsites are scarce near the lake. Horse feed is practically nonexistent. Fishing pressure is light on this remote lake for stocked brook trout.",Brookies,Low,\N,\N,\N,0,0,40.710304,-110.7650561,osm-name,seed_unverified
X-132,Black,Rock Creek Drainage,,\N,\N,\N,11.8,14,10403,"Black Lake is a popular body of water located 15 miles from the Upper Stillwater Trailhead and 10.6 miles from Mirror Lake via Rocky Sea Pass. It is 11.8 acres, 10,403 feet in elevation, with 14 feet maximum depth. Well-marked access trails lead to the lake. Black Lake is often visited by Scout troops hiking the Highline Trail. An abundant population of brook trout is sustained by stocking and some natural reproduction. Some cutthroat trout are also present. Angling pressure is moderate to heavy. Campsites are plentiful in the general area, and springs are found along the west side of the lake. Horse feed may be found in open meadows 1/2 mile north of the lake. Black Lake is susceptible to overuse, especially during years when Rocky Sea Pass is snow-free most of the summer, allowing easier access from trailheads to the west.","Brookies, Cutthroats*",High,\N,\N,\N,0,0,40.7177857,-110.7480747,osm-name,seed_unverified
